compression_capacity,conversion_trains_number,electrolyser_capacity,fuelcell_capacity,hydrogen_storage_capacity,renewable_energy_capacity,vector_storage_capacity
0.8420182429,0.0436796788,0.2924721157,0.9663941627,0.2661550064,0.6704997541,0.1348483078
0.5094507532,0.6144106220,0.6858112803,0.3740393212,0.0711073317,0.8629302979,0.5949186981
0.0540455487,0.3948757621,0.1965556322,0.6499989117,0.7983459309,0.3106324552,0.2627345314
0.1755543659,0.6419722605,0.3864127081,0.6102680257,0.9440042796,0.1148863817,0.6920620082
0.6379328389,0.3594490895,0.9967629183,0.3969397629,0.1874724934,0.5547739509,0.4146270566
0.9635361237,0.7905321019,0.1031185929,0.8016553978,0.4762054449,0.9737771368,0.8161165118
0.4729765132,0.1962413546,0.5298739281,0.2055372959,0.6552262707,0.4146412946,0.0464328220
0.4516844340,0.7551196571,0.2676898101,0.7251769425,0.0022702711,0.5086665638,0.4437696319
0.9848503983,0.2229474680,0.8487469228,0.2500369800,0.8701282674,0.0678007072,0.6663344214
0.6639859360,0.6854172358,0.2345177131,0.9087980716,0.5345165124,0.3987996671,0.0639205100
0.1494796248,0.3405009080,0.6319800550,0.0664312737,0.3379270909,0.9589104587,0.7942370344
0.0288166795,0.5874906750,0.9431758411,0.1693945853,0.4190715756,0.6546562640,0.2235635798
0.5346407378,0.4305625986,0.4246189222,0.8241300480,0.7074617986,0.2069562823,0.8836278925
0.8641955554,0.9701813105,0.5390312225,0.4780081632,0.8868806623,0.2645231159,0.3476036014
0.3223473458,0.0000208104,0.0790687166,0.5155315651,0.2397297174,0.8158466052,0.5154196490
0.3042904474,0.6976123527,0.6138979457,0.7628351450,0.7739505926,0.8760122349,0.1706145564
0.7592054671,0.2921472443,0.0035439581,0.2302010264,0.0955477627,0.4499329142,0.9399930965
0.5927519035,0.8620413383,0.8970700428,0.5714553427,0.3062054170,0.0171214649,0.2906894404
0.0937522771,0.1443203650,0.4703108259,0.4215962812,0.5633399105,0.5900655556,0.5679413052
0.2232195381,0.8974145232,0.1596185798,0.3191133570,0.6796445120,0.7729818299,0.3869162658
0.7132927710,0.1167052388,0.7074723737,0.6565890238,0.4518032055,0.3381152702,0.7187952828
0.8886646181,0.5449973233,0.3137631984,0.0027259588,0.1474602744,0.1318726446,0.0109106917
0.4248232124,0.4525204664,0.8030225793,0.9729914870,0.9840625413,0.6979825543,0.8506630333
0.4262183160,0.8052386763,0.1826972617,0.0754755745,0.1973740105,0.4102586890,0.2859635586
0.8852856336,0.2127771061,0.6992962873,0.9178009247,0.9251010027,0.9781826381,0.5712117013
0.7159390990,0.6254288945,0.3370850673,0.2590571484,0.7295799404,0.5513755297,0.1599589977
0.2225566143,0.3447349006,0.7950915871,0.7342348034,0.3928481005,0.1183229424,0.9530804651
0.1010391843,0.5978748407,0.6062253993,0.5065020164,0.3490536744,0.2994196396,0.0061872536
0.5874484004,0.3801690983,0.0271261800,0.4689524109,0.5275863307,0.8741812827,0.8539349195
0.7637763061,0.9656729558,0.8896425907,0.8150912533,0.8167924164,0.6583027244,0.3762592170
0.2977357274,0.0602230746,0.4941362347,0.1603782391,0.0597724905,0.2340410231,0.7318802075
0.3255735040,0.7421438424,0.9664614704,0.4130596034,0.9538947921,0.0447249431,0.0742711928
0.8628917662,0.2719986290,0.4166593198,0.5628829245,0.1656191219,0.5942308763,0.7814546609
0.5352118704,0.8272270598,0.5620736647,0.2216421086,0.4860940464,0.9348657690,0.4483121084
0.0263227010,0.1703142738,0.0708640199,0.7543158419,0.6333748028,0.4853481790,0.6632473115
0.1546913367,0.9173498079,0.2602337478,0.9815371949,0.6247403892,0.1829136210,0.3579556551
0.6568513783,0.0724487109,0.8725360921,0.0112512000,0.2567528049,0.7412103768,0.5026396001
0.9912522919,0.5192782572,0.2268165564,0.6651274078,0.0924705481,0.7927728696,0.2281037318
0.4472049093,0.4871212952,0.6555260373,0.3276760820,0.7889456404,0.3500930294,0.8805394117
0.4718236430,0.5615330450,0.3943184279,0.8705092520,0.4328684257,0.6935675219,0.6057567848
0.9666728750,0.4672270706,0.9734214991,0.1542806383,0.6895145262,0.1362495376,0.2504409589
0.6350404629,0.8827003045,0.1112674996,0.5619277041,0.9006756088,0.3346844222,0.9798142090
0.1764633376,0.1001619026,0.5067776032,0.4628467634,0.2217843561,0.7763897823,0.1322496450
0.0470046895,0.8473347044,0.8165076012,0.2973929923,0.0197292324,0.5788241317,0.8269570423
0.5145082083,0.1277845539,0.2999048131,0.7090861872,0.8568196688,0.0283400230,0.0341407396
0.8372051707,0.7141557783,0.6622419329,0.1138037294,0.5519735627,0.4377072761,0.6970909908
0.3512823246,0.3068614928,0.2042315165,0.8926603552,0.3246203959,0.8881997038,0.4120259499
0.2755891634,0.9847658593,0.7397035817,0.6414438458,0.6577930162,0.8280035583,0.7544770129
0.7859450802,0.0166786769,0.1273973854,0.3655237956,0.4616917791,0.2522669584,0.1022244496
0.6126469830,0.5708251642,0.7727545099,0.9578613220,0.1256068749,0.2181443246,0.6284578508
0.0758189131,0.4159704056,0.3440412814,0.0490908669,0.9939530259,0.6433843207,0.4840790853
0.1964732455,0.6687594587,0.0338382609,0.2140795169,0.7645502705,0.9622878917,0.5371849127
0.7419835683,0.3259163890,0.5836441740,0.8102219151,0.1169109475,0.3953383034,0.3224328263
0.9066084763,0.7697118204,0.4381039292,0.4054893227,0.2968031839,0.0721470807,0.9072729116
0.4049348049,0.2396128895,0.9293174706,0.6187970443,0.5847049989,0.5042210156,0.2003946230
0.3796208715,0.6493572919,0.5318921339,0.8881310029,0.0430993717,0.6272096308,0.9965459527
0.9318908341,0.3686652035,0.0856055338,0.1054050894,0.8334502149,0.2030690145,0.1409247387
0.7322650822,0.7813150324,0.9400042687,0.6967660235,0.5128529854,0.2683188645,0.6205191892
0.2062231284,0.1888553714,0.4273102935,0.2967546163,0.3637411818,0.8432016522,0.2727717170
0.0856898809,0.9417426512,0.2416799171,0.4439209746,0.3782349797,0.5202747677,0.7177156331
0.6028054450,0.0362946792,0.6254668003,0.5313043771,0.7441473464,0.0873433286,0.4245939422
0.8113504378,0.6217965772,0.2707629045,0.1275483174,0.9085519230,0.3791655786,0.8378265481
0.2501540780,0.4040927403,0.8459565667,0.8476619693,0.2139078928,0.9472106164,0.0525785992
0.3727221852,0.8355328562,0.3184384434,0.6003507134,0.8036789838,0.7613125946,0.6451743264
0.8157353438,0.1786181610,0.7979281684,0.3753630966,0.0777830388,0.3185116099,0.4927389296
0.5202916088,0.7338485513,0.1603263086,0.7839866951,0.2734259218,0.1514456943,0.7692546705
0.0412504803,0.2637014324,0.7062234087,0.1917116921,0.6080825888,0.7096213652,0.1245704722
0.1705880398,0.5109743681,0.8923573252,0.0440801457,0.6499238843,0.9033978293,0.9279128034
0.6409469191,0.4788155006,0.4753673170,0.9489674848,0.4695601659,0.4537591506,0.2129778834
0.9450800596,0.9256470064,0.6132743377,0.3527084347,0.1802322445,0.0132646849,0.5480391541
0.4933846444,0.0807440002,0.0048775505,0.6403241009,0.9393273881,0.5626494698,0.3408554327
0.4569567852,0.9056545217,0.7582573378,0.1829740051,0.3413068065,0.4691752158,0.1766916951
0.9815319916,0.1231142143,0.3744666921,0.8415563218,0.5353328707,0.9197887322,0.9617565125
0.6821357366,0.5385893034,0.7288082065,0.4993389733,0.8715396030,0.6102843899,0.3007250093
0.1293755816,0.4442814197,0.1536106477,0.5252067763,0.0050244993,0.0599214295,0.5935415057
0.0008858610,0.6912034685,0.4684075229,0.7350941785,0.2363803703,0.3661446972,0.3968848130
0.5606192807,0.2839072738,0.9146979749,0.2716140468,0.8860949110,0.8079712018,0.7444491535
0.8530484661,0.8702803534,0.0601733699,0.9264668468,0.7060808316,0.7250354486,0.0170558058
0.3354465319,0.1507282974,0.5728710927,0.0802564733,0.4163479544,0.1678385492,0.8723718254
0.2919838093,0.5781520121,0.1081865169,0.3290325617,0.5699850665,0.1032478428,0.4650295377
0.7695581904,0.4232991626,0.5251802877,0.6781637678,0.3115079189,0.5352006294,0.6719081094
0.5659808721,0.9774437947,0.3876356483,0.0203965837,0.1002245387,0.9933810020,0.0890478967
0.1224775212,0.0093585178,0.9960363321,0.9868151983,0.7811909644,0.4263103250,0.8037997298
0.2441160399,0.7623830652,0.6807664344,0.7764164144,0.9773867186,0.2492374182,0.2487445772
0.6943485150,0.2322860397,0.2012728574,0.2476258120,0.1421273444,0.6743563293,0.8931236258
0.8911905065,0.6760796160,0.8390005874,0.5927881217,0.4470957629,0.8591043334,0.3688089428
0.4203452570,0.3332384555,0.2930997396,0.4312691698,0.6723737121,0.2832465889,0.5210612528
0.4089716244,0.6107771285,0.8616357930,0.6808933495,0.8431794746,0.1739332909,0.6884467499
0.9025410274,0.3907387024,0.2551881298,0.3433890687,0.0373371309,0.7496719155,0.4187019859
0.6988707408,0.9468369065,0.6410237700,0.9972654255,0.3734172592,0.7837925320,0.8202200588
0.2396165086,0.0400308967,0.2259832583,0.0270323260,0.5070223333,0.3585545607,0.0428461665
0.1111343913,0.7947034677,0.4116287688,0.2371714981,0.7344676629,0.0357447397,0.9711856442
0.5773618957,0.1999092065,0.9555766257,0.7697770102,0.3840696551,0.6026923032,0.1389404032
0.7740498539,0.6456553414,0.0700461464,0.4285361050,0.2041745503,0.9258855432,0.5990050789
0.2874537157,0.3636052264,0.5475864941,0.5784275876,0.9143177103,0.4938095836,0.2591307098
0.3396940548,0.9355907086,0.0204326147,0.8306140285,0.0681145629,0.3083998431,0.9142081980
0.8487625131,0.0932359183,0.5975834029,0.1758461371,0.8095019786,0.8657198558,0.1915212916
0.5495202914,0.5067574950,0.4910446377,0.5219851285,0.5983456718,0.6672829501,0.5461191321
0.0120227439,0.4761702847,0.8767882744,0.4844903406,0.2791957641,0.2255796185,0.3154364135
0.1336536668,0.7213222394,0.6906697415,0.2748316079,0.4793011062,0.4192390190,0.6353774611
0.6778803458,0.2537233401,0.1760187596,0.7499391492,0.6441504359,0.9697210994,0.4751910316
0.9704024997,0.8381438013,0.7822523639,0.0911952835,0.9489994105,0.5603558673,0.7634259546
0.4680631654,0.1828007596,0.3340088911,0.9335906878,0.1744051669,0.1098614112,0.0952437129
0.4898618842,0.8662012713,0.5884263394,0.3897233624,0.5451346226,0.9533380792,0.3831789410
0.9486259315,0.1480072495,0.0444822600,0.6030840464,0.3353500590,0.4038303597,0.7229922786
0.6532742111,0.7012840081,0.9303751206,0.1983513050,0.0148799103,0.0631972607,0.0151363052
0.1582380533,0.2963224063,0.4528386546,0.7944408003,0.8656517435,0.5127130644,0.8469543112
0.0376972174,0.5413371157,0.1380569246,0.9423319511,0.8762435829,0.8190538725,0.1668943977
0.5238069780,0.4483872624,0.7445007209,0.0336297099,0.2422646834,0.2607589029,0.9442072585
0.8280931981,0.8932660306,0.3587909508,0.6259673256,0.4065498086,0.2091946164,0.2948978879
0.3604027610,0.1130603198,0.7738277297,0.3499791212,0.7120335558,0.6518762428,0.5642154170
0.2622677917,0.6812497033,0.3087787908,0.0982809803,0.3016449064,0.5877738176,0.2194750533
0.7992751542,0.3368368819,0.8234259952,0.8771924609,0.5758805834,0.0198480785,0.8872300452
0.5994963227,0.7514404021,0.2168300096,0.2819098542,0.7713968698,0.4466569843,0.3512038393
0.0889611095,0.2187951645,0.6650696006,0.6935482537,0.1061736848,0.8797077816,0.5113292225
0.2183062797,0.9738186002,0.9803548707,0.5461532185,0.1519178925,0.7025173344,0.4396677539
0.7201592363,0.0041616736,0.4032079494,0.4471424138,0.9714416554,0.1277574813,0.6699232226
0.9286122145,0.5916162496,0.5096208444,0.8547895690,0.6822327012,0.3436342422,0.0675340993
0.3829226028,0.4342151769,0.1238809405,0.1384908790,0.4412038522,0.7678977335,0.7901599593
0.3925807970,0.9541585092,0.4784395406,0.3681920404,0.9309850475,0.8947847905,0.0237923274
0.9189241137,0.0473505938,0.9051995398,0.6558615705,0.1875224141,0.4628299754,0.8636669796
0.7455330482,0.6034507724,0.0115513848,0.0596024310,0.3988010334,0.0046516238,0.4055287708
0.1929617189,0.3834104370,0.6219045902,0.9644358465,0.7197820032,0.5717202723,0.7377737584
0.0634954078,0.6383356461,0.8107859232,0.7997068679,0.5216297917,0.7526994292,0.3074773261
0.6249931231,0.3562836219,0.3215256408,0.2075009653,0.3588556349,0.3275825465,0.5848515015
0.7894639978,0.8020317312,0.7148686051,0.6161247129,0.0538843628,0.1428325213,0.1853208113
0.2720470745,0.2072355645,0.1670157127,0.3910679361,0.8266475592,0.7186922943,0.9550653221
0.3545571016,0.5297016986,0.6399569623,0.1432770081,0.1596737904,0.5288879331,0.3598751258
0.8339072224,0.4991163975,0.2424938381,0.8634426016,0.9636850720,0.0782723920,0.5280571440
0.5024288436,0.9126359997,0.8568451181,0.4596864525,0.6274831006,0.3877787516,0.2418096336
0.0591066889,0.0702831149,0.2757887878,0.5470178537,0.4959532442,0.9381396873,0.9019962568
0.1797686769,0.8151976904,0.0864344323,0.7122430149,0.2626485303,0.6358226696,0.0800982844
0.6317730770,0.1598565541,0.5463978397,0.3122988157,0.6148775853,0.1939981896,0.8107807795
0.9545630077,0.7442750409,0.4323517503,0.9036598988,0.7948945183,0.2769319257,0.4581094356
0.4838951398,0.2766780509,0.9509077678,0.1208667178,0.0826761853,0.8341308497,0.6807965357
0.4427170288,0.7095797909,0.1886626240,0.5773045197,0.6953489929,0.2406548969,0.8288770346
0.9957785429,0.3046200946,0.6779190395,0.4157317262,0.4231885336,0.6834576717,0.0595597886
0.6681906618,0.8578950129,0.2842136640,0.7608941253,0.2275504116,0.8505217899,0.7107956260
0.1433140999,0.1397029003,0.8320628237,0.2321574241,0.8909425344,0.2923479090,0.4334825119
0.0218043178,0.8849683404,0.5223479597,0.0046764072,0.8510576962,0.0946651949,0.6115854708
0.5397076188,0.1047645388,0.0955917379,0.9710258991,0.0294587603,0.5443020836,0.2797677480
0.8742616121,0.5496414667,0.9891139930,0.3132585660,0.3187895352,0.9847983466,0.9896111041
0.3142268294,0.4566935189,0.3787646694,0.6624589544,0.5616494315,0.4354117718,0.1497975131
0.3088614326,0.7753635542,0.9136206014,0.9107381450,0.4559181221,0.3747273451,0.5547913723
0.7526737722,0.2427164074,0.4536610609,0.0644758223,0.6675337479,0.7988697477,0.3321652887
0.5831741579,0.6573217679,0.5680695614,0.7193287117,0.9881262165,0.7336181039,0.9365418246
0.1052907920,0.3129070411,0.0495172767,0.2559005888,0.1352791656,0.1587371025,0.2062865496
0.2336517572,0.5676950049,0.3597356807,0.4838619931,0.1227342105,0.4777577370,0.7759910934
0.7048060028,0.4102920266,0.7571950275,0.5096625956,0.7548820628,0.9106873898,0.1158654867
0.8810418937,0.9977484429,0.1429696474,0.1674450980,0.5904746326,0.6188669335,0.6538181892
0.4305004263,0.0280896071,0.7240220960,0.8260946749,0.2870660583,0.0508201094,0.4860633910
0.4297258276,0.7760311253,0.4929611329,0.6131894179,0.6692280406,0.7173386011,0.3768702960
0.8817779729,0.2459321981,0.8904204872,0.3959754128,0.4571374850,0.1437852019,0.7322475985
0.7044972852,0.6584776221,0.0263171773,0.8045991007,0.1369684516,0.3262293525,0.0067963935
0.2339992328,0.3156345487,0.6073696185,0.2045504265,0.9893214991,0.7536525493,0.8543004347
0.1045467816,0.5684159836,0.7959915688,0.0547137801,0.7521673385,0.5703729363,0.1595920837
0.5839407137,0.4135612212,0.3360320209,0.9673904590,0.1205211189,0.0056065451,0.9524689093
0.7523345854,0.9989577010,0.7003184510,0.3711313792,0.2843754143,0.4614821104,0.2855985202
0.3091783123,0.0308705224,0.1817661738,0.6509576458,0.5882665478,0.8957392424,0.5706020845
0.3135823477,0.7087520007,0.6547475373,0.8987714881,0.4293203326,0.8352993736,0.2277387306
0.8748835484,0.3014577115,0.2279913081,0.1238210937,0.7019595364,0.2762864698,0.8799297577
0.5395128056,0.8565789433,0.8713914929,0.7151821172,0.8970521605,0.1951662889,0.3575887186
0.0220214380,0.1370287966,0.2610421767,0.3073951313,0.2341502262,0.6351767294,0.5020280667
0.1427000873,0.8841939578,0.0719166864,0.4567509210,0.0243435781,0.9393059816,0.4489212856
0.6688431939,0.1016555596,0.5611731093,0.5519255707,0.8454446960,0.3871269571,0.6636127895
0.9955531415,0.5483788010,0.4175898042,0.1481694812,0.5565449782,0.0794391409,0.0748822493
0.4429036723,0.4540728228,0.9654389564,0.8604918262,0.3131987080,0.5282366527,0.7818220742
0.4837537343,0.5285229580,0.2032090100,0.3181469785,0.9649339970,0.4342128141,0.6967255073
0.9547419790,0.4963659998,0.6631724099,0.6595045803,0.1614014599,0.9854131863,0.4114167783
0.6310446737,0.9119455386,0.2990042502,0.0017373068,0.4971799962,0.5431036251,0.8265896197
0.1804592758,0.0670444379,0.8175602751,0.9759295853,0.6292000413,0.0952804741,0.0335296923
0.0589346951,0.8140723538,0.5075860247,0.7638296587,0.6126921521,0.2911514901,0.9804238575
0.5025773384,0.1571595641,0.1101229079,0.2272497090,0.2599652791,0.8511426887,0.1326146517
0.8332092883,0.7436379874,0.9745962583,0.5724120485,0.0805014810,0.6822607238,0.6063683089
0.3552782964,0.2734927777,0.3935399204,0.4186825035,0.7922334401,0.2412753263,0.2508079046
0.2717765057,0.9553906573,0.9283863753,0.1703803912,0.1940995771,0.0522039235,0.9078844730
0.7897580657,0.0499407724,0.4391261004,0.8211871963,0.9370872807,0.6179451523,0.2007615315
0.6241498617,0.6041946374,0.5825911351,0.4789697584,0.7263541594,0.9120707791,0.5377945388
0.0643154085,0.3864888987,0.0347382352,0.5126131326,0.4048791863,0.4768354716,0.3227978554
0.1926606810,0.6396211982,0.3451855080,0.7242173608,0.3532111654,0.1601148760,0.6280904654
0.7457965203,0.3589272080,0.7719454998,0.2529459745,0.5164869549,0.7326937951,0.4834680008
0.9181114407,0.8028290039,0.1281752745,0.9077988043,0.8210271699,0.8002479756,0.7541115070
0.3934312742,0.2103674300,0.7385284873,0.0693797451,0.0487465328,0.3738035504,0.1016153004
0.3835593807,0.6823979262,0.8471313259,0.4256463628,0.5736857923,0.4930110853,0.8372168867
0.9279519375,0.3395567620,0.2699843971,0.5832590237,0.2989713708,0.9271451654,0.0522136055
0.7203921517,0.7521003457,0.6262752218,0.2420181781,0.1040005898,0.6018942297,0.7171040922
0.2180966251,0.2220033240,0.2405353254,0.7669025119,0.7687335862,0.0370048461,0.4242270133
0.0896283640,0.9750354895,0.4264097307,0.9924227744,0.9726808649,0.3577506626,0.6208846597
0.5988666341,0.0069502164,0.9410569426,0.0299103912,0.1536549199,0.7850508634,0.2733809017
0.7994774738,0.5923448559,0.0845830273,0.6837866884,0.4424328096,0.7488675630,0.9969133586
0.2620276678,0.4374920027,0.5328226108,0.3385616913,0.6839480326,0.1751911081,0.1415358027
0.3611545162,0.8648775704,0.0056554396,0.0863523958,0.3297192389,0.1103567975,0.5484065525
0.8273038771,0.1453255182,0.6120992433,0.9364689933,0.5399787324,0.5592773017,0.3414665041
0.5241691759,0.7004485903,0.4765115436,0.2777251871,0.8600254534,0.9702159865,0.9282783261
0.0373728238,0.2931523919,0.8915483151,0.7451115353,0.0097476235,0.4181600139,0.2135870159
0.1590204043,0.5400820812,0.7051703697,0.5190956267,0.2488548998,0.2260762770,0.7686431222
0.6525153592,0.4457741939,0.1612262828,0.4893215401,0.8823321667,0.6662097732,0.1242035506
0.9489576528,0.8924992755,0.7969970731,0.8354604719,0.7186001688,0.8662170433,0.6445647171
0.4895069022,0.1099589719,0.3194606146,0.1729718791,0.4126338623,0.3073271355,0.4923738837
0.4683414381,0.9348926200,0.5738932565,0.6308102151,0.8068007845,0.6513507357,0.0174227068
0.9701467725,0.0899896100,0.0592422821,0.3471008176,0.0658882987,0.2102422826,0.8729833942
0.6786855049,0.5055711232,0.9155979566,0.9394383738,0.2764991000,0.2602338204,0.3972498346
0.1328262007,0.4734122595,0.4673544765,0.0384573257,0.5961430110,0.8201020230,0.7450587871
0.0122705400,0.7206928134,0.1528016450,0.2012408087,0.6458579013,0.5121859685,0.3001139173
0.5492339758,0.2505456982,0.7299524257,0.7896096027,0.4805069389,0.0642398251,0.5931741279
0.8495982680,0.8370260959,0.3732915903,0.3848769208,0.1760890288,0.4033028092,0.1760825384
0.3388970578,0.1801113971,0.7590352343,0.6059583062,0.9502007132,0.9543801295,0.9613910140
0.2876179647,0.6115133660,0.2940302240,0.8576793093,0.0322127100,0.7687266655,0.3681997787
0.7739241244,0.3938095327,0.8379780734,0.1336594410,0.8375763092,0.3424052363,0.5206957618
0.5780368187,0.9480614234,0.2023255238,0.5413065366,0.5019196086,0.1285859141,0.2481335374
0.1104207104,0.0426134476,0.6798658790,0.4500169102,0.3678243458,0.7012878889,0.8927561957
0.2397501618,0.7955083679,0.9948917329,0.2867525034,0.3901916193,0.8805418042,0.0894129109
0.6987145422,0.2030487033,0.3884440772,0.6906701867,0.7410874451,0.4454295486,0.8044093708
0.9032464270,0.6469485248,0.5244017877,0.0953876395,0.9204294225,0.0206826301,0.4653964909
0.4082885319,0.3662564401,0.1093612686,0.8820198365,0.2107726363,0.5865468513,0.6725196261
0.4206005633,0.5813906910,0.5483955042,0.1323950049,0.3049164489,0.9458590988,0.5993720246
0.8909117011,0.4239896219,0.0689019198,0.8447874635,0.5638952293,0.3801160837,0.2597422339
0.6951765213,0.9801941905,0.9567517200,0.4410312250,0.7746254820,0.0859922506,0.9715506509
0.2433112944,0.0105372602,0.4108508797,0.5361358207,0.0941416156,0.5212257719,0.1395500517
0.1227633040,0.7655683365,0.2249610871,0.6996593550,0.1477594180,0.8418526175,0.8196090115
0.5657326551,0.2329230951,0.6419548653,0.2919272464,0.9825438624,0.2692754846,0.0424787439
0.7703556009,0.6787766078,0.2542881556,0.8832883593,0.6779988715,0.2017195104,0.6878375784
0.2911485946,0.3343637902,0.8626888320,0.1082831472,0.4522269191,0.6281657219,0.4183365023
0.3355726749,0.9025760619,0.3351534829,0.3556020064,0.5340944342,0.5638196925,0.7628168054
0.8528847573,0.1223703474,0.7814439423,0.6354964944,0.3395705521,0.0126175303,0.0948782070
0.5613324288,0.5359991230,0.1767972670,0.0392372655,0.0037948843,0.4549288889,0.6347663766
0.0002105171,0.4430492735,0.6894949824,0.9518457828,0.8698236141,0.9027502500,0.4748236462
0.1295323204,0.6880716011,0.8758577975,0.7888331460,0.8882889291,0.7107854839,0.5464841612
0.6820024969,0.2831100030,0.4920671443,0.1888374267,0.2390531329,0.1507960754,0.3160460396
0.9822146632,0.8676367691,0.5965307290,0.5974612040,0.4185217069,0.3196762428,0.9145751065
0.4562508529,0.1494427435,0.0213331776,0.3801943036,0.7087447727,0.7606634302,0.1921328530
0.4940443886,0.8328053467,0.7747282851,0.9235732770,0.0716617322,0.1666374756,0.2942882711
0.9444428608,0.1774623087,0.3577382844,0.0850840816,0.7970598591,0.7256524041,0.5638503786
0.6411569873,0.7306327624,0.7455232348,0.7399370605,0.6019701036,0.8067705678,0.1662828419
0.1703556646,0.2630338594,0.1371264402,0.2687357506,0.2668270627,0.3667621519,0.9438403444
0.0418797480,0.5081934547,0.4516639030,0.4944925243,0.4746839292,0.0587266497,0.0155018205
0.5196238216,0.4776062407,0.9311536206,0.5280810436,0.6555263922,0.6109036496,0.8475634512
0.8159760078,0.9223778099,0.0436738310,0.1858635163,0.9444308858,0.9185934830,0.3835463319
0.3725202791,0.0800230233,0.5895709386,0.8367251167,0.1858259309,0.4697939465,0.7236033576
0.2509439392,0.6520313937,0.1249339869,0.5879414324,0.8317416189,0.2846287638,0.0679015126
0.8105990961,0.3699812749,0.5087208627,0.4341436736,0.0418924084,0.8581841914,0.7907710159
0.6031294176,0.7844774174,0.4041390372,0.7793061621,0.3620585734,0.6757380199,0.4400332319
0.0853271503,0.1896831598,0.9793327069,0.2427943666,0.5116529362,0.2483168514,0.6705323998
0.2069823937,0.9443633491,0.6642917041,0.0175032504,0.7468496710,0.4276902145,0.3505923059
0.7314832713,0.0375573430,0.2180051114,0.9916425664,0.3804623745,0.9924545772,0.5109622860
0.9322452834,0.6249055546,0.8222817760,0.3338752035,0.2166033033,0.5365810329,0.2188653992
0.3792887293,0.4048671247,0.3095877934,0.6752857082,0.9107533302,0.1023218725,0.8868650440
0.4047553008,0.9875238864,0.1662072837,0.8199834935,0.4668057077,0.2332408261,0.1849553129
0.9067494608,0.0178650469,0.7160132043,0.1574276928,0.6634047627,0.6595640453,0.9544561654
0.7412933828,0.5740714706,0.3203508891,0.5035667140,0.9990586098,0.8733815700,0.3071099482
0.1972021889,0.4166684961,0.8115644231,0.4738598950,0.1311988328,0.3006813852,0.5842404095
0.0756699974,0.6714488193,0.6229271041,0.2619964797,0.1107804021,0.1175212199,0.4061384043
0.6128184441,0.3270340962,0.0106209004,0.7293308862,0.7579409806,0.5526316855,0.7381387800
0.7852244256,0.7728894642,0.9061000952,0.0705869310,0.5785942422,0.9773804015,0.0244038962
0.2762875110,0.2402423136,0.4773868741,0.9207555298,0.2902022386,0.4115143903,0.8640338806
0.3509887969,0.5589504959,0.9497635486,0.6680665025,0.6922300234,0.3505862402,0.4587209523
0.8374761529,0.4660025518,0.4331607530,0.3227724051,0.4350822903,0.7916964795,0.6811634889
0.5136877866,0.8796294723,0.5456199432,0.9766487917,0.2244743425,0.7417031480,0.0807079254
0.0478474181,0.0994256670,0.0876095342,0.0142055685,0.9028830361,0.1818367317,0.8111457936
0.1762002790,0.8446834888,0.2767198756,0.2265345892,0.8551246030,0.4858465362,0.2414422035
0.6353420410,0.1264913725,0.8558229543,0.7513650591,0.0185090965,0.9337908933,0.9013852170
0.9658218650,0.7110162834,0.2435468845,0.4101240644,0.3229317674,0.5947297029,0.3595096348
0.4726358950,0.3060565908,0.6390569806,0.5677906489,0.5507789375,0.0436505964,0.5274479799
0.4464684092,0.7389356811,0.3778646952,0.1108646365,0.1712642489,0.8876758358,0.9902221682
0.9920263579,0.2713386873,0.9901670320,0.8975640340,0.9590382865,0.4387533031,0.1501649190
0.6565044429,0.8245071815,0.0945695667,0.3022813974,0.6389944190,0.0278166393,0.6121946555
0.1550004678,0.1691660490,0.5232790550,0.7061318206,0.4912311034,0.5798705835,0.2801332185
0.0255556125,0.9140729839,0.8332379181,0.5570352254,0.2501749843,0.7758605704,0.7104286971
0.5359554598,0.0717201028,0.2834357750,0.4657975482,0.6186374985,0.3357291026,0.4328709710
0.8625753000,0.5164897125,0.6787280496,0.8734447928,0.7823742572,0.1357198115,0.8285120409
0.3259132309,0.4859044077,0.1875183973,0.1493729157,0.0863931682,0.6946117477,0.0589501271
0.2971142046,0.8084086888,0.7229694221,0.4005970806,0.9272853052,0.5050520636,0.6534531433
0.7644213280,0.2136125257,0.1438702103,0.6217475887,0.2000561310,0.0709159588,0.4854537817
0.5872307476,0.6281106276,0.7562645506,0.2170148175,0.3950240584,0.3961689118,0.7756241718
0.1012335764,0.3460585997,0.3607581872,0.8053144291,0.7322422722,0.9610562706,0.1152539384
0.2219046224,0.6009761905,0.0502957841,0.9549219888,0.5263385363,0.6442167042,0.9371509571
0.7165535251,0.3809358515,0.5668948023,0.0539947823,0.3473271355,0.2169185281,0.2066520723
0.8850985691,0.9682860225,0.4548056526,0.6463324875,0.0585444849,0.2530998113,0.5554024437
0.4264431847,0.0614781110,0.9128121799,0.3625691887,0.8150742222,0.8267782908,0.3325326871
0.4256431684,0.6963115418,0.0428745272,0.7132408479,0.1006495915,0.0314936209,0.7727237735
0.8878214313,0.2895189170,0.5907283137,0.3093517786,0.7795464247,0.6069858382,0.1205940144
0.7135867644,0.8612288069,0.4471412087,0.9046209147,0.5684653427,0.9226028733,0.6409723395
0.2229490140,0.1412037583,0.9364005970,0.1179562891,0.3118057791,0.4971185019,0.4964717086
0.0946027990,0.8961671162,0.7462993935,0.1423139861,0.4456885746,0.1784592913,0.5525005553
